,Name,Host Name,Host Listing Count,Country,Property Type,Cancellation Policy,Bed Type,Minimum Night,Maximum Night,Accommondate,Amentities,N_Reviews,Price,Extra People,Guests
4728,pb2 IDEAL LOCATION! WITH TERRACE CHARMING & QUIET!,Acomodis Apartments,74,Spain,Apartment,strict_14_with_grace_period,Real Bed,1,1125,4,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Fire extinguisher', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'High chair', 'Children’s books and toys', 'Crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Pocket wifi', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Long term stays allowed', 'Host greets you']",2,70.00,15.00,2
4729,Duplex Penthouse Central Located,Ozan,1,Turkey,Apartment,flexible,Real Bed,1,1125,2,"['Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Pets allowed', 'Elevator', 'Heating', 'Washer', 'Essentials', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",2,121.00,0.00,1
4730,Beachfront resort on Lantau,Reservation,3,Hong Kong,Bed and breakfast,moderate,Real Bed,1,1125,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Pool', 'Doorman', 'Gym', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Smoke detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo']",4,903.00,0.00,1
4731,"Long Term Rent, Studio Apartments",Chris,9,Hong Kong,Apartment,strict_14_with_grace_period,Real Bed,27,999,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Elevator', 'Essentials', 'Shampoo', 'Hair dryer', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Lockbox', 'Hot water']",10,283.00,0.00,1
4732,LetsgoBarcelona Diagonal Ave. Duplex,Willem,28,Spain,Apartment,moderate,Real Bed,32,180,5,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'High chair', 'Crib', 'Hot water', 'Bed linens', 'Pocket wifi', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Step-free access', 'Wide entryway']",10,100.00,15.00,2
4733,Nice room in old Rosemont.,Veronique,2,Canada,Apartment,moderate,Real Bed,3,31,2,"['TV', 'Wifi', 'Kitchen', 'Pets live on this property', 'Cat(s)', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Hot water', 'Bed linens', 'Pocket wifi', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",56,23.00,6.00,1
4734,Room in Jardim Botanico garden area,Katia,1,Brazil,Apartment,flexible,Real Bed,1,1125,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Pets allowed', 'Doorman', 'Breakfast', 'Elevator', 'Free street parking', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Children’s books and toys', 'Hot water', 'Luggage dropoff allowed', 'Host greets you']",0,298.00,0.00,1
4735,"Leblon , 3 blocks from the beach.",Marcos,1,Brazil,Apartment,flexible,Real Bed,2,90,4,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Doorman', 'Elevator', 'Hot tub', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",1,380.00,50.00,2
4736,"Gramercy Pk Area, w Rooftop Gdn!",Jacqueline,1,United States,Apartment,strict_14_with_grace_period,Real Bed,3,14,2,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Doorman', 'Elevator', 'Washer', 'Dryer', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",2,145.00,0.00,1
4737,Lovely Penthouse in Barcelona,Sara,2,Spain,House,strict_14_with_grace_period,Real Bed,3,1125,5,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer']",23,140.00,10.00,3
4738,Prvate Family Room For 4 travellers,John,11,Hong Kong,Apartment,moderate,Real Bed,28,365,4,"['TV', 'Wifi', 'Air conditioning', 'Doorman', 'Elevator', 'Hot tub', 'Family/kid friendly', 'Essentials']",5,487.00,120.00,4
4739,Alquilamos habitacion,Pablo,1,Spain,Apartment,flexible,Real Bed,1,1125,2,"['TV', 'Wifi', 'Pool', 'Kitchen', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Washer', 'Essentials', 'Shampoo']",0,30.00,0.00,1
4740,Luxurious Master Bedroom in 2BR!,Lee,1,United States,Apartment,moderate,Real Bed,2,1125,2,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Buzzer/wireless intercom', 'Heating', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove']",71,55.00,9.00,1
4741,A quiet well located apartment,Anthony,2,Australia,Apartment,moderate,Real Bed,2,1125,2,"['TV', 'Wifi', 'Kitchen', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Hangers', 'Iron', 'Laptop friendly workspace']",15,139.00,0.00,1
4742,New and central apartment up to 4!,Vanesa And Daniel,17,Spain,Apartment,moderate,Real Bed,1,1125,4,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'High chair', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Step-free access', 'Step-free access', 'Host greets you', 'Paid parking on premises']",164,75.00,15.00,2
4743,Cozy Private Room for one female,Christine,1,United States,Apartment,moderate,Real Bed,7,1125,1,"['Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Private entrance']",159,61.00,0.00,1
4744,Cozy one-bedroom in E Village,Nick,2,United States,Apartment,strict_14_with_grace_period,Real Bed,7,70,2,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Heating', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Lockbox', 'Hot water']",15,185.00,25.00,2
4745,Very central place-small room for 1,Biray Anil,1,Turkey,Apartment,moderate,Real Bed,1,1125,1,"['Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Smoking allowed', 'Pets live on this property', 'Cat(s)', 'Heating', 'Washer', 'Essentials', 'Shampoo']",42,58.00,0.00,1
4746,Cosy house with balcony view,Berk,1,Turkey,Apartment,flexible,Real Bed,1,1125,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Heating', 'Washer', 'Dryer', 'First aid kit', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",0,211.00,0.00,1
4747,Design Loft in Pera 1,Irem,15,Turkey,Apartment,moderate,Real Bed,2,1125,2,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad']",141,385.00,0.00,2
4748,AUBERGE ST. LOUIS,Furnished Accomodations,7,Canada,Serviced apartment,strict_14_with_grace_period,Real Bed,3,1125,4,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Gym', 'Elevator', 'Indoor fireplace', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",1,290.00,0.00,1
4749,Above Graham stop - L train,Walker,1,United States,Apartment,flexible,Real Bed,1,7,1,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating']",10,95.00,0.00,1
4750,Quarto amplo em local tranquilo!,Sandra,1,Brazil,Apartment,flexible,Real Bed,3,30,1,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Family/kid friendly', 'Washer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'translation missing: en.hosting_amenity_49']",1,201.00,0.00,3
4751,Chic Inner City - 3 mins to Trains,MissD,4,Australia,House,moderate,Real Bed,2,30,3,"['Internet', 'Wifi', 'Kitchen', 'Breakfast', 'Free street parking', 'Heating', 'Smoke detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hair dryer', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Lockbox', 'Private entrance', 'Hot water']",216,75.00,30.00,2
4752,"Istanbul Pera, Room for 3 (702) ",Ozgur,3,Turkey,Apartment,flexible,Real Bed,1,1125,3,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials']",2,148.00,53.00,2
4753,Loft Miro,Lana & Alain,37,Spain,Apartment,strict_14_with_grace_period,Real Bed,4,180,6,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'High chair', 'Crib', 'Hot water', 'Long term stays allowed', 'Paid parking on premises']",123,96.00,0.00,1
4754,Apartamento no Leblon - RJ,Vanessa,2,Brazil,Apartment,strict_14_with_grace_period,Real Bed,3,31,5,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Doorman', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50']",4,601.00,100.00,4
4755,Top Floor Pipeline Lodge on Farm,Meleana,8,United States,Farm stay,strict_14_with_grace_period,Real Bed,1,1125,3,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Pets live on this property', 'Dog(s)', 'Cat(s)', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'High chair', 'Children’s books and toys', 'Pack ’n Play/travel crib', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Other']",76,175.00,45.00,2
4756,"鄰近香港城市大學､地下列車站,交通便捷｡雙人房,上下層床｡歡迎月租或年租｡長期租住月租五折｡",Ken,2,Hong Kong,Hostel,flexible,Real Bed,1,1125,2,"['Wifi', 'Air conditioning', 'Pets allowed', 'Elevator', 'Heating', 'Washer', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Bathtub', 'Window guards', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Microwave', 'Refrigerator', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide doorway', 'Well-lit path to entrance', 'Step-free access', 'Step-free access']",28,502.00,0.00,1
4757,Lovely balcony flat in central,Tom,1,Hong Kong,Apartment,strict_14_with_grace_period,Real Bed,5,1125,2,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",26,801.00,0.00,1
4758,1 Bedroom Apartment at Hyde Park/Darlinghurst,Tam,1,Australia,Apartment,moderate,Real Bed,1,30,2,"['TV', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Free street parking', 'Buzzer/wireless intercom', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Hot water', 'Bed linens', 'Microwave', 'Refrigerator', 'Cooking basics', 'Oven', 'Stove', 'Wide doorway', 'Well-lit path to entrance']",23,75.00,30.00,2
4759,Gem-like UES writer's studio,Tara,1,United States,Apartment,strict_14_with_grace_period,Real Bed,10,90,2,"['Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",28,75.00,10.00,1
4760,Sagrada Familia up to 6,José,11,Spain,Apartment,strict_14_with_grace_period,Real Bed,31,1125,6,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Pets allowed', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Bathtub', 'High chair', 'Babysitter recommendations', 'Crib', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Long term stays allowed']",174,90.00,0.00,1
4761,South Kona Country Home Ocean View,Simin,1,United States,House,moderate,Real Bed,2,1125,6,"['TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Gym', 'Free street parking', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Self check-in', 'Lockbox', 'Private entrance', 'Bathtub', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Beach essentials', 'Long term stays allowed']",51,175.00,0.00,1
4762,Ainani Jade Ohana 3 Bedroom/2 Bath,Merlenna,14,United States,House,strict_14_with_grace_period,Real Bed,1,1125,8,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Pets allowed', 'Indoor fireplace', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets']",21,110.00,18.00,2
4763,2BR Prime West village~Sleeps 5,Host,39,United States,Apartment,strict_14_with_grace_period,Real Bed,30,365,5,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Family/kid friendly', 'Essentials']",3,250.00,0.00,1
4764,Sunny & Private W'burg Townhouse,Andrew,2,United States,Apartment,moderate,Real Bed,4,90,2,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Essentials', 'Shampoo', 'Lock on bedroom door', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Smart lock', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed']",55,185.00,0.00,1
4765,Tutu's Hale with a View (Grandma's House),Blaine,2,United States,House,strict_14_with_grace_period,Real Bed,2,31,8,"['TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Free street parking', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Hot water', 'Long term stays allowed']",127,384.00,0.00,1
4766,traditional and Charming room,Maria De Lourdes,2,Portugal,Apartment,moderate,Real Bed,2,15,3,"['Wifi', 'Kitchen', 'Heating', 'Family/kid friendly', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Crib', 'Hot water', 'Other']",408,29.00,15.00,2
4767,Ko Olina Ocean View Condo 2BR/2BA,Jackie,2,United States,Condominium,strict_14_with_grace_period,Real Bed,3,1125,6,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Free parking on premises', 'Gym', 'Elevator', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'High chair', 'Children’s books and toys', 'Pack ’n Play/travel crib', 'Hot water', 'Beachfront']",68,500.00,0.00,1
4768,Unique NYC Loft - Guest Room,Lucas,2,United States,Loft,strict_14_with_grace_period,Real Bed,2,90,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Pets allowed', 'Pets live on this property', 'Dog(s)', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Hot water']",83,125.00,5.00,1
4769,"Newly Renovated Flat, McKibbin Loft",Scott,1,United States,Apartment,flexible,Real Bed,14,34,2,"['Wifi', 'Kitchen', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit']",0,75.00,0.00,1
4770,⭐️Ocean/City Views⭐️Van Included⭐️Hot Tub⭐️3 Bath,Glen,8,United States,House,moderate,Real Bed,7,365,12,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Gym', 'Free street parking', 'Hot tub', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Private entrance', 'Baby monitor', 'Outlet covers', 'Bathtub', 'Baby bath', 'Changing table', 'High chair', 'Stair gates', 'Children’s books and toys', 'Window guards', 'Table corner guards', 'Babysitter recommendations', 'Crib', 'Pack ’n Play/travel crib', 'Room-darkening shades', 'Children’s dinnerware', 'Game console', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Pocket wifi', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Beach essentials', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Step-free access', 'Bathtub with bath chair', 'Handheld shower head', 'Shower chair']",11,525.00,25.00,6
4771,Casa Batlló views! Central apartment¦,Stay U-Nique,98,Spain,Apartment,strict_14_with_grace_period,Real Bed,3,30,4,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove']",63,705.00,0.00,6
4772,1 bedroom apartment in DUMBO!,Michael,1,United States,Apartment,flexible,Real Bed,2,1125,3,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Buzzer/wireless intercom', 'Heating', 'Essentials', 'Shampoo', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",124,165.00,0.00,1
4773,Luxurious Hotel experience,Jad,1,Canada,Apartment,strict_14_with_grace_period,Real Bed,2,1125,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Gym', 'Elevator', 'Hot tub', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo']",24,150.00,0.00,1
4774,Spacious Nolita 2 Bd w/roof garden,Olivia,1,United States,Condominium,strict_14_with_grace_period,Real Bed,4,1125,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Free street parking', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Children’s books and toys', 'Pack ’n Play/travel crib', 'Hot water', 'Long term stays allowed', 'Host greets you']",88,300.00,0.00,2
4775,ENTIRE BUILDING in the City Center/Beach,Angeles,1,Spain,Townhouse,moderate,Real Bed,3,60,10,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Family/kid friendly', 'Washer', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'High chair', 'Pack ’n Play/travel crib', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Host greets you', 'Paid parking on premises']",185,135.00,15.00,4
4776,Best location 1 bed apt + sun room,Javier,2,Australia,Apartment,strict_14_with_grace_period,Real Bed,3,1125,3,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Washer', 'Dryer', 'Essentials']",11,119.00,0.00,1
4777,OCEANFRONT - TOP FLOOR - SUNSETS - VIEWS - PRIVATE,Sue,1,United States,Condominium,strict_14_with_grace_period,Real Bed,5,1125,2,"['Cable TV', 'Wifi', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Free parking on premises', 'Elevator', 'Family/kid friendly', 'Smoke detector', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'Self check-in', 'Lockbox', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Long term stays allowed', 'Well-lit path to entrance', 'Step-free access', 'Step-free access', 'Waterfront']",37,177.00,0.00,2
4778,Cosy city apartment,Ebru,2,Turkey,Apartment,flexible,Real Bed,2,1125,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Smoking allowed', 'Doorman', 'Free street parking', 'Heating', 'Suitable for events', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Host greets you']",13,216.00,0.00,1
4779,Hello To Everybody from Taksim center of the İST,Sevilay,3,Turkey,Apartment,strict_14_with_grace_period,Real Bed,1,1125,2,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Refrigerator', 'Dishwasher', 'Cooking basics', 'Stove', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide doorway', 'Step-free access', 'Wide doorway', 'Step-free access', 'Wide doorway', 'Step-free access', 'Wide entryway', 'Paid parking on premises']",15,127.00,50.00,1
4780,"A Lovely, Modern, 1bd Apt in Center",Pinar,5,Turkey,Apartment,strict_14_with_grace_period,Real Bed,2,1095,3,"['Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",44,206.00,53.00,2
